Student_Rating,Teaching_Experience,Subject_Expertise_Level,Course_Difficulty,Student_Feedback,Teacher_Availability,Recommendation,Teacher_Name,Subject
10,12,4,4,3,13,2,Ms. Wilson,Art
7,6,3,2,1,10,2,Ms. Lee,Science
4,16,2,1,3,22,1,Ms. Smith,Science
5,27,5,3,2,23,1,Ms. Lee,Literature
7,27,3,4,1,17,1,Mr. Johnson,Art
2,23,5,3,5,35,2,Ms. Wilson,Mathematics
4,26,2,1,5,22,3,Ms. Smith,Mathematics
7,9,4,3,5,34,3,Ms. Smith,Mathematics
3,11,5,3,4,31,1,Ms. Wilson,Mathematics
4,16,2,3,1,11,3,Ms. Lee,Literature
10,5,3,1,5,26,1,Mr. Johnson,Art
8,21,2,3,5,34,2,Mr. Johnson,Science
3,22,3,2,5,7,3,Ms. Smith,Literature
9,5,5,2,5,9,3,Ms. Smith,Mathematics
5,13,5,1,4,9,3,Ms. Lee,Mathematics
2,9,3,5,3,19,3,Ms. Lee,Mathematics
8,25,1,3,5,29,1,Ms. Smith,Science
10,5,3,2,4,16,3,Mr. Johnson,Literature
8,28,5,1,4,39,4,Ms. Wilson,Literature
1,17,4,5,1,7,3,Ms. Smith,Science
9,23,3,5,2,37,1,Ms. Smith,History
2,27,5,1,1,31,2,Ms. Wilson,Art
4,9,2,3,2,20,2,Mr. Johnson,Literature
6,14,1,3,5,35,1,Ms. Lee,History
9,4,4,2,2,15,1,Ms. Lee,Mathematics
1,17,3,5,2,7,1,Ms. Wilson,Literature
9,17,3,5,5,23,3,Mr. Brown,Art
8,24,2,5,1,20,1,Mr. Johnson,History
7,19,2,3,5,12,2,Ms. Smith,Science
2,2,5,3,3,18,1,Ms. Lee,Literature
7,6,3,2,1,38,3,Ms. Lee,Literature
2,2,2,1,1,2,2,Ms. Lee,Science
9,20,2,3,3,4,2,Ms. Smith,Mathematics
4,10,5,1,1,32,2,Ms. Smith,Science
2,12,5,4,4,20,2,Ms. Wilson,Literature
5,1,4,5,4,4,1,Ms. Lee,Mathematics
9,8,2,1,5,8,1,Mr. Johnson,Science
4,8,1,2,3,6,1,Ms. Smith,Science
5,9,2,5,2,34,2,Mr. Johnson,Science
8,27,3,4,3,29,1,Ms. Lee,Art
3,20,4,4,2,13,2,Ms. Wilson,Mathematics
6,1,5,4,2,37,1,Mr. Brown,Literature
1,6,5,5,4,1,1,Ms. Smith,Mathematics
3,26,4,2,1,14,1,Mr. Johnson,History
8,20,1,1,5,40,3,Ms. Wilson,History
10,17,5,3,2,2,2,Mr. Johnson,Literature
10,21,5,5,2,33,1,Ms. Wilson,Mathematics
6,10,1,3,5,22,2,Ms. Lee,Literature
10,4,4,2,4,29,1,Mr. Johnson,Literature
4,1,1,5,3,18,2,Ms. Smith,History
8,23,3,3,4,37,5,Ms. Smith,Art
3,26,2,1,3,32,2,Mr. Brown,Mathematics
2,18,2,5,1,6,2,Ms. Lee,Art
10,22,4,2,2,22,2,Mr. Johnson,History
8,18,1,3,2,7,2,Mr. Brown,Literature
4,21,2,1,3,11,1,Ms. Smith,Art
9,18,1,4,4,23,3,Mr. Johnson,Art
3,25,4,5,2,21,1,Ms. Wilson,Literature
9,17,5,4,5,23,3,Mr. Brown,Art
10,18,1,5,1,32,1,Ms. Lee,History
6,8,1,5,3,20,2,Mr. Brown,Mathematics
5,13,2,1,2,18,3,Mr. Brown,Literature
2,9,5,4,5,8,3,Ms. Wilson,Art
6,1,3,2,4,7,2,Mr. Johnson,History
4,16,5,3,5,27,2,Mr. Brown,Mathematics
5,26,2,2,1,31,1,Mr. Johnson,Art
6,12,2,4,3,39,3,Mr. Johnson,Mathematics
7,28,3,3,2,15,3,Ms. Lee,Mathematics
4,3,5,3,2,18,3,Mr. Johnson,Science
8,20,2,1,1,39,2,Mr. Johnson,Art
5,21,5,3,3,23,3,Mr. Johnson,Mathematics
7,17,3,3,5,15,1,Ms. Wilson,Mathematics
6,13,1,4,3,29,3,Ms. Wilson,History
5,11,3,5,4,27,1,Ms. Lee,Mathematics
7,13,4,4,5,8,3,Mr. Brown,Mathematics
4,27,5,1,2,7,1,Ms. Smith,Science
7,5,4,4,5,2,2,Mr. Johnson,Literature
3,11,2,3,4,17,1,Ms. Smith,Literature
8,23,4,3,4,4,3,Ms. Smith,Science
10,17,4,2,4,3,5,Ms. Lee,Literature
4,3,4,5,5,11,3,Ms. Lee,Mathematics
4,8,5,4,1,40,2,Ms. Lee,Art
1,16,2,4,2,31,1,Ms. Wilson,Literature
8,20,5,2,3,27,1,Mr. Johnson,Literature
5,2,4,1,5,28,3,Ms. Lee,Literature
9,19,4,5,1,33,2,Ms. Smith,Literature
3,11,4,1,4,15,3,Ms. Smith,Literature
5,23,3,3,1,9,3,Ms. Lee,Literature
4,23,5,3,4,10,3,Mr. Johnson,Art
7,8,4,5,4,28,1,Mr. Brown,History
10,7,2,2,3,36,2,Ms. Smith,Mathematics
5,19,1,2,1,26,1,Mr. Brown,Science
2,2,3,4,3,3,3,Mr. Johnson,Art
6,12,1,1,4,5,1,Ms. Smith,Literature
4,24,4,2,1,13,1,Ms. Wilson,Mathematics
6,4,5,2,2,38,3,Ms. Smith,Art
1,8,5,4,1,23,1,Mr. Brown,Science
1,18,2,3,4,23,3,Mr. Brown,Art
4,12,3,2,3,15,2,Ms. Smith,Mathematics
7,8,5,4,2,6,2,Mr. Johnson,Science
7,24,5,1,4,25,1,Ms. Smith,Art
1,15,3,4,5,20,2,Ms. Lee,Science
5,10,1,4,5,11,2,Ms. Lee,Science
6,6,4,2,4,12,3,Ms. Smith,Literature
5,7,5,1,4,8,3,Ms. Lee,Mathematics
7,23,3,4,5,31,1,Ms. Smith,Science
6,19,5,3,5,13,3,Ms. Lee,Mathematics
5,17,3,2,2,30,1,Ms. Wilson,Art
5,24,5,1,2,7,2,Ms. Smith,Art
9,13,5,3,2,16,3,Mr. Johnson,Literature
3,6,5,1,1,18,3,Ms. Wilson,Art
9,29,2,4,5,34,2,Ms. Smith,Mathematics
2,6,2,5,1,5,3,Mr. Johnson,Art
10,23,2,1,3,26,3,Mr. Brown,Science
7,27,2,5,5,33,2,Mr. Johnson,Science
6,26,1,3,3,16,1,Ms. Wilson,Science
8,9,1,3,1,33,2,Mr. Brown,Science
9,11,5,4,3,32,3,Ms. Smith,History
6,23,4,5,1,37,2,Ms. Smith,Science
2,11,1,5,3,23,1,Mr. Brown,Science
10,27,3,4,1,20,2,Mr. Brown,Literature
4,13,3,3,3,40,3,Ms. Wilson,Literature
3,19,2,3,2,34,2,Ms. Lee,Art
3,15,2,5,3,7,3,Mr. Brown,Mathematics
5,24,5,5,5,24,1,Mr. Johnson,History
10,7,4,2,1,39,2,Ms. Wilson,Mathematics
1,21,3,3,4,13,2,Ms. Smith,Mathematics
9,15,2,1,3,26,1,Mr. Johnson,Literature
4,28,4,3,5,5,3,Ms. Lee,Art
7,16,2,2,3,24,2,Ms. Wilson,Literature
7,27,5,4,3,39,3,Ms. Wilson,Literature
7,14,2,3,4,14,3,Mr. Brown,Science
5,7,3,3,5,15,3,Mr. Brown,Art
4,15,1,3,1,13,3,Ms. Wilson,Science
4,25,2,2,2,15,1,Ms. Smith,Science
5,23,4,1,3,20,2,Ms. Smith,History
6,16,4,4,5,29,1,Ms. Lee,Science
10,13,3,4,3,19,1,Mr. Johnson,Mathematics
7,26,5,1,3,38,1,Ms. Lee,Literature
5,12,4,2,3,13,1,Ms. Smith,History
9,27,1,5,1,36,3,Ms. Wilson,History
9,21,5,2,3,25,1,Ms. Wilson,Literature
1,26,4,3,2,2,3,Ms. Smith,Literature
5,6,4,5,5,37,2,Ms. Lee,Mathematics
2,15,2,5,1,23,1,Mr. Brown,Literature
4,16,4,5,4,1,2,Ms. Wilson,Mathematics
7,11,4,3,2,29,1,Ms. Smith,Mathematics
10,23,1,4,5,33,2,Mr. Johnson,Mathematics
6,13,1,3,2,27,1,Mr. Johnson,Literature
7,19,2,1,3,26,2,Ms. Lee,Literature
3,5,3,4,1,28,2,Ms. Wilson,Mathematics
5,9,1,5,1,37,1,Mr. Brown,Literature
6,1,4,4,1,17,1,Ms. Smith,Literature
6,22,5,2,1,31,1,Mr. Brown,Science
6,24,2,5,2,1,3,Mr. Johnson,Science
9,4,3,1,3,20,2,Mr. Johnson,History
6,1,1,2,2,33,2,Ms. Smith,Science
2,1,4,1,4,8,1,Ms. Smith,Mathematics
9,19,4,3,5,17,3,Ms. Lee,Art
4,10,5,3,4,12,3,Ms. Smith,Literature
7,14,4,3,2,34,1,Ms. Smith,History
6,21,3,2,2,25,3,Ms. Wilson,Mathematics
9,15,1,3,3,7,2,Ms. Lee,Literature
10,16,4,5,2,16,2,Ms. Smith,History
3,13,2,3,1,20,3,Ms. Smith,Art
8,20,1,2,2,19,2,Ms. Wilson,Mathematics
5,9,2,1,2,10,2,Ms. Lee,Art
6,4,5,4,4,28,2,Mr. Brown,Science
3,19,3,4,1,26,3,Mr. Brown,Science
3,28,4,5,4,18,1,Ms. Smith,Mathematics
7,26,1,4,3,24,3,Mr. Brown,Mathematics
6,24,5,3,1,6,2,Ms. Smith,Art
2,25,1,4,1,32,1,Ms. Lee,Literature
10,13,4,3,4,23,4,Ms. Wilson,Science
8,29,4,3,4,18,5,Mr. Johnson,History
5,16,1,4,3,4,2,Mr. Brown,Science
7,13,4,3,2,1,2,Mr. Johnson,Art
3,12,3,5,5,29,2,Mr. Brown,Mathematics
10,29,2,1,1,15,2,Ms. Lee,Literature
5,14,1,1,5,27,2,Ms. Wilson,Mathematics
3,9,1,2,4,36,1,Mr. Johnson,Art
3,27,5,4,2,4,3,Ms. Wilson,Art
1,7,2,5,1,7,2,Ms. Lee,Mathematics
3,20,2,5,1,24,1,Ms. Smith,Literature
7,12,5,5,3,36,2,Mr. Johnson,Science
9,25,2,5,3,9,3,Mr. Johnson,History
1,2,2,4,3,33,1,Mr. Brown,History
4,22,3,3,5,6,3,Ms. Wilson,Science
10,26,3,3,4,30,3,Mr. Johnson,Mathematics
7,11,2,1,2,37,3,Ms. Lee,Science
6,17,1,2,3,37,2,Mr. Johnson,Art
4,3,3,5,4,17,1,Mr. Brown,Science
3,23,5,5,4,31,3,Mr. Johnson,Mathematics
6,8,1,1,3,32,3,Ms. Lee,Art
4,7,1,2,4,23,2,Mr. Johnson,Science
5,16,4,4,3,22,2,Ms. Lee,Literature
2,26,1,3,4,12,3,Ms. Smith,Mathematics
9,13,1,5,4,31,1,Ms. Wilson,History
2,28,4,3,4,16,1,Ms. Wilson,Art
4,5,2,5,4,19,3,Mr. Brown,Science
8,26,2,4,3,11,1,Mr. Brown,Literature
7,27,5,5,3,40,3,Ms. Lee,Literature
4,2,3,5,5,33,1,Ms. Lee,Literature
8,21,4,1,1,40,1,Ms. Lee,Mathematics
6,7,2,3,5,23,1,Ms. Lee,Literature
8,6,4,1,5,27,5,Ms. Wilson,Art
4,17,3,5,1,27,3,Mr. Johnson,Science
5,25,1,4,2,8,2,Ms. Smith,History
4,22,4,1,5,21,1,Mr. Johnson,Science
7,3,2,4,4,35,3,Ms. Wilson,Literature
4,3,3,3,4,34,1,Mr. Brown,Science
5,16,1,4,3,11,2,Ms. Lee,Science
9,22,4,3,2,27,1,Ms. Wilson,Art
8,16,4,1,4,26,5,Ms. Lee,History
2,7,3,5,1,37,2,Mr. Brown,Science
7,20,3,5,1,40,3,Mr. Johnson,Science
2,13,5,2,5,20,3,Mr. Brown,Mathematics
10,7,1,4,5,33,2,Ms. Smith,Science
3,3,4,1,3,26,2,Ms. Smith,Mathematics
1,19,5,4,5,10,1,Ms. Lee,History
2,13,5,4,3,10,2,Ms. Wilson,Science
3,20,5,5,1,25,2,Mr. Johnson,Art
5,28,2,3,5,16,3,Mr. Brown,History
6,18,5,2,2,40,1,Mr. Brown,Literature
7,7,1,2,4,16,1,Ms. Lee,Science
5,5,1,5,5,22,3,Mr. Brown,Literature
5,9,5,3,2,18,2,Mr. Johnson,History
8,25,3,5,4,5,4,Mr. Johnson,Art
1,17,5,2,4,39,1,Ms. Lee,History
9,29,2,3,1,5,1,Ms. Wilson,Art
3,16,5,1,1,23,2,Ms. Smith,Mathematics
6,13,5,2,3,12,3,Ms. Lee,Science
4,12,3,2,1,4,1,Ms. Wilson,Science
2,10,3,3,2,15,3,Ms. Wilson,History
6,18,1,3,4,18,2,Ms. Wilson,History
10,20,1,3,5,36,1,Ms. Wilson,History
8,5,5,5,4,11,1,Mr. Brown,Science
4,7,1,5,4,35,3,Ms. Wilson,Mathematics
8,21,1,1,1,38,3,Ms. Wilson,Mathematics
7,29,5,5,3,2,1,Ms. Wilson,History
1,1,4,5,1,29,1,Mr. Brown,Literature
5,20,1,5,2,20,1,Ms. Lee,History
8,21,1,2,2,11,2,Ms. Lee,Art
6,15,3,3,4,37,1,Mr. Johnson,History
9,12,5,2,1,15,2,Mr. Johnson,Literature
7,2,5,5,4,9,3,Ms. Wilson,Mathematics
2,17,3,4,5,19,1,Mr. Brown,Science
1,14,1,5,4,32,2,Mr. Brown,Literature
9,18,4,1,4,25,3,Ms. Smith,Literature
5,16,1,3,4,19,3,Ms. Smith,History
2,20,5,2,4,3,1,Ms. Lee,Art
4,16,4,2,3,17,3,Mr. Brown,History
10,26,3,1,3,10,2,Ms. Smith,History
6,3,4,1,3,5,3,Ms. Lee,Science
9,14,5,1,4,13,5,Mr. Johnson,Art
8,28,5,3,2,17,1,Ms. Smith,History
6,8,4,2,1,26,2,Ms. Lee,Mathematics
4,4,4,2,5,27,3,Mr. Johnson,Art
10,4,1,3,1,24,1,Mr. Brown,Mathematics
5,21,2,5,4,14,2,Mr. Brown,Science
4,1,3,2,1,25,1,Ms. Lee,Literature
4,1,2,2,4,2,1,Ms. Smith,History
8,16,1,3,4,10,1,Mr. Johnson,Mathematics
4,13,4,2,3,27,3,Ms. Lee,Art
3,26,5,2,3,11,3,Ms. Lee,Mathematics
2,14,3,1,2,19,1,Mr. Johnson,Literature
10,21,5,4,2,36,1,Ms. Smith,History
1,22,5,5,2,8,1,Ms. Lee,Science
5,15,3,4,4,32,1,Mr. Johnson,Mathematics
4,3,1,4,1,19,2,Ms. Wilson,Literature
10,4,5,1,5,4,3,Ms. Lee,Literature
9,15,3,2,4,34,3,Ms. Smith,Mathematics
9,8,1,1,2,39,3,Ms. Smith,Art
5,5,3,5,1,17,2,Ms. Lee,Science
5,25,2,5,4,24,2,Ms. Wilson,Science
6,18,4,2,2,17,2,Ms. Smith,Mathematics
4,22,2,3,5,25,2,Ms. Wilson,Literature
6,25,2,4,1,34,2,Ms. Lee,Science
8,14,1,2,2,1,1,Mr. Johnson,Science
5,21,2,3,4,39,2,Mr. Brown,Art
8,13,2,4,1,19,3,Mr. Brown,History
8,21,1,4,1,12,3,Ms. Lee,History
3,13,3,2,4,17,2,Mr. Brown,Mathematics
6,11,5,2,4,26,1,Mr. Brown,Literature
1,21,2,5,2,25,3,Mr. Brown,Mathematics
5,27,5,3,1,10,3,Mr. Brown,Mathematics
7,6,2,5,2,25,2,Mr. Johnson,Science
5,8,5,3,5,38,3,Ms. Lee,History
3,16,1,1,1,40,2,Mr. Johnson,Literature
2,8,3,1,2,4,3,Ms. Smith,Literature
2,1,5,1,2,7,2,Mr. Brown,Mathematics
9,20,4,4,2,39,2,Mr. Johnson,Science
2,9,3,1,1,37,2,Ms. Smith,Art
7,14,4,4,5,4,1,Mr. Johnson,Art
9,12,2,4,3,25,2,Mr. Brown,Science
3,22,1,3,5,9,3,Mr. Johnson,Art
7,5,2,5,1,11,1,Mr. Johnson,Mathematics
1,21,2,4,4,29,1,Mr. Johnson,Art
6,14,3,5,3,19,1,Mr. Johnson,Literature
2,14,4,4,3,39,1,Mr. Brown,Art
10,20,3,5,2,26,2,Mr. Johnson,Literature
1,5,1,5,1,6,1,Mr. Brown,History
5,18,1,5,4,17,3,Mr. Johnson,Literature
6,9,4,2,1,38,3,Ms. Smith,Mathematics
2,19,2,2,3,2,3,Ms. Smith,History
4,1,3,2,1,21,3,Ms. Wilson,Science
3,29,4,5,3,1,2,Ms. Wilson,History
1,29,5,1,5,40,3,Ms. Wilson,Science
1,2,2,4,4,28,1,Ms. Lee,Literature
3,21,3,2,5,32,2,Mr. Johnson,History
2,12,2,4,2,28,2,Mr. Johnson,Science
2,10,2,4,5,33,2,Ms. Lee,Science
10,21,1,1,2,34,1,Mr. Brown,Literature
5,27,1,1,5,5,1,Ms. Wilson,History
5,19,2,2,1,31,3,Mr. Johnson,History
7,22,4,4,1,12,2,Ms. Wilson,Science
5,20,5,5,5,30,2,Mr. Brown,Literature
3,2,3,1,2,27,1,Mr. Brown,Mathematics
10,4,4,4,1,37,2,Ms. Wilson,History
6,21,4,3,2,19,2,Ms. Lee,Literature
3,6,3,3,1,24,2,Ms. Wilson,Mathematics
8,17,3,4,1,40,3,Mr. Johnson,Mathematics
6,29,4,2,1,14,1,Ms. Lee,Science
7,23,1,5,4,1,2,Mr. Johnson,Art
3,1,5,4,5,18,3,Ms. Smith,Art
7,20,2,5,5,28,2,Ms. Wilson,History
9,29,2,2,2,8,2,Ms. Wilson,History
8,10,4,3,3,17,1,Ms. Wilson,History
2,4,1,3,1,13,3,Mr. Johnson,Science
10,1,3,1,2,28,2,Ms. Lee,Art
10,16,5,5,1,8,3,Mr. Brown,Mathematics
2,25,3,5,1,26,3,Ms. Smith,Literature
7,25,2,3,4,39,2,Mr. Brown,History
10,19,2,3,2,6,3,Mr. Brown,Art
4,27,4,4,2,24,2,Ms. Smith,Art
9,15,2,5,2,19,1,Ms. Smith,Art
6,4,3,4,4,10,1,Ms. Wilson,Science
9,1,5,4,3,9,3,Ms. Lee,Literature
3,17,2,2,2,31,1,Ms. Smith,Literature
6,19,1,1,2,38,1,Ms. Wilson,Literature
6,21,2,3,5,29,2,Mr. Brown,Science
8,14,4,3,4,8,3,Ms. Wilson,History
7,9,5,3,5,35,2,Mr. Johnson,Art
3,15,2,2,2,40,3,Ms. Lee,Art
1,13,5,3,3,29,3,Mr. Brown,Art
2,9,3,1,1,1,1,Ms. Lee,Mathematics
10,18,3,2,5,40,4,Ms. Lee,Science
2,13,5,2,5,27,3,Mr. Brown,Mathematics
1,11,2,2,5,25,2,Ms. Smith,Literature
4,26,2,2,5,7,3,Mr. Brown,History
6,5,3,3,1,3,3,Ms. Smith,History
4,26,2,4,4,33,2,Ms. Wilson,Mathematics
4,19,3,3,3,36,3,Ms. Smith,Literature
9,6,2,2,2,22,3,Ms. Lee,Art
2,3,5,2,4,32,1,Mr. Johnson,History
1,16,1,3,4,26,2,Ms. Wilson,Science
7,18,2,4,4,11,1,Mr. Johnson,Literature
5,10,3,4,5,6,3,Mr. Brown,Literature
5,3,1,2,2,37,3,Mr. Johnson,Science
2,2,3,5,1,28,2,Ms. Smith,Mathematics
6,1,4,5,3,32,3,Ms. Lee,Mathematics
5,16,3,2,2,11,3,Ms. Lee,Mathematics
5,16,3,2,1,9,1,Ms. Wilson,Art
6,23,5,3,4,24,3,Ms. Lee,History
2,22,4,5,5,1,1,Ms. Smith,Science
5,4,2,4,5,12,1,Ms. Wilson,Literature
1,13,2,2,4,30,2,Mr. Johnson,Science
8,19,2,4,1,1,3,Ms. Lee,Mathematics
1,6,5,3,3,33,3,Ms. Lee,Art
7,16,4,5,4,28,3,Ms. Smith,Literature
6,4,3,3,2,1,3,Mr. Johnson,Art
8,6,1,3,2,9,1,Ms. Lee,Art
5,25,2,5,5,33,3,Ms. Smith,Mathematics
6,7,4,4,4,17,1,Ms. Smith,Art
4,19,5,1,2,11,1,Ms. Smith,Literature
10,28,2,3,4,36,3,Ms. Smith,Science
10,20,1,2,4,4,3,Ms. Wilson,Science
1,25,5,2,3,11,3,Ms. Smith,Science
7,14,2,1,4,6,1,Ms. Smith,Art
2,13,5,1,3,11,2,Mr. Brown,History
1,22,1,1,4,35,2,Mr. Johnson,Mathematics
1,18,4,5,4,4,2,Ms. Smith,Literature
1,26,3,3,5,26,3,Ms. Lee,Mathematics
2,24,3,5,5,15,1,Ms. Smith,Literature
1,19,4,5,2,16,1,Ms. Wilson,Literature
4,3,4,1,1,26,3,Ms. Lee,Science
10,5,3,5,4,6,3,Ms. Wilson,Science
10,25,3,1,5,22,5,Mr. Brown,Science
7,10,1,1,3,32,2,Ms. Wilson,Science
10,7,1,4,2,27,2,Ms. Lee,Art
3,15,1,3,5,39,2,Mr. Brown,Science
9,24,2,4,2,13,3,Ms. Smith,History
2,23,2,2,2,28,3,Mr. Brown,Science
2,24,3,2,1,21,1,Ms. Smith,Literature
7,24,1,4,5,27,1,Ms. Smith,Art
9,18,4,2,5,24,4,Mr. Johnson,History
6,14,4,2,1,17,2,Mr. Johnson,Science
1,18,1,3,3,8,2,Ms. Wilson,History
6,9,2,2,3,32,1,Mr. Brown,History
4,4,2,1,3,38,2,Mr. Brown,Mathematics
5,22,5,1,1,36,1,Mr. Brown,Science
4,15,3,5,3,19,1,Ms. Smith,Literature
3,23,5,2,5,19,3,Ms. Wilson,Art
2,1,1,3,2,13,3,Mr. Johnson,Art
2,15,3,4,2,18,1,Ms. Wilson,Art
10,24,4,2,2,28,1,Ms. Lee,Art
4,11,1,1,5,25,3,Ms. Wilson,Mathematics
3,1,2,4,1,22,2,Mr. Johnson,Literature
6,26,5,3,5,7,2,Ms. Lee,History
10,24,2,2,4,5,1,Ms. Lee,Science
3,14,2,2,5,1,2,Ms. Wilson,Science
3,15,5,1,1,38,1,Ms. Wilson,Art
4,17,2,2,1,32,1,Ms. Wilson,History
5,2,3,4,4,36,2,Ms. Lee,Art
9,18,3,3,2,17,1,Ms. Smith,Art
5,20,3,2,3,4,2,Mr. Johnson,Mathematics
1,18,3,2,1,24,2,Ms. Wilson,History
9,29,1,3,5,25,2,Ms. Wilson,Science
2,22,5,2,2,40,2,Mr. Johnson,Mathematics
4,13,5,3,1,9,2,Mr. Brown,Art
10,7,3,3,3,23,1,Ms. Lee,Literature
6,1,2,2,3,11,3,Mr. Johnson,History
9,2,5,3,2,14,1,Ms. Wilson,Mathematics
2,23,4,4,5,19,1,Ms. Wilson,Art
9,19,4,3,4,35,4,Mr. Johnson,Art
9,29,4,1,5,32,4,Mr. Brown,Mathematics
1,16,1,5,4,1,3,Mr. Brown,Art
6,5,2,3,3,3,1,Ms. Smith,Science
6,2,1,5,4,31,1,Mr. Johnson,Mathematics
9,13,4,4,5,26,4,Ms. Smith,History
6,28,5,5,3,39,3,Ms. Smith,Mathematics
2,19,4,2,1,37,3,Mr. Brown,Mathematics
8,11,1,2,5,40,3,Ms. Lee,Art
1,26,4,2,2,21,2,Ms. Wilson,Science
5,22,3,2,4,35,1,Mr. Johnson,Art
10,15,3,4,4,3,4,Ms. Wilson,Science
3,14,1,4,2,23,2,Mr. Johnson,Literature
6,23,4,5,1,33,2,Ms. Lee,History
5,4,3,3,2,20,3,Mr. Brown,Mathematics
10,26,4,1,4,32,3,Mr. Johnson,Mathematics
4,13,3,2,4,25,3,Mr. Brown,History
3,8,5,2,2,5,1,Ms. Smith,Literature
1,15,5,1,5,4,1,Ms. Lee,History
8,2,1,4,2,9,3,Mr. Brown,Art
5,20,2,1,1,10,2,Mr. Johnson,History
8,29,3,1,2,18,2,Mr. Brown,Science
9,21,3,3,5,37,3,Ms. Wilson,History
8,3,1,2,2,5,1,Ms. Wilson,Science
6,4,3,4,2,38,3,Mr. Johnson,Mathematics
10,5,5,5,1,11,2,Mr. Brown,Mathematics
8,5,1,3,3,18,1,Ms. Wilson,Mathematics
5,13,2,3,3,14,1,Ms. Wilson,Science
9,20,1,3,5,13,2,Mr. Brown,Literature
6,12,2,2,5,32,2,Ms. Lee,Science
2,23,5,4,2,38,2,Ms. Lee,Literature
7,2,1,3,1,30,3,Ms. Wilson,Art
1,16,4,3,4,4,1,Mr. Johnson,Mathematics
10,21,4,4,5,10,3,Ms. Wilson,Mathematics
1,3,5,1,3,36,2,Ms. Wilson,Science
8,25,3,1,5,12,5,Ms. Smith,Literature
5,20,1,3,5,37,3,Mr. Johnson,Science
10,3,4,1,5,31,3,Ms. Wilson,Art
9,11,3,1,1,6,2,Ms. Wilson,Literature
6,6,5,4,3,28,3,Ms. Lee,Literature
1,14,4,2,2,19,1,Ms. Smith,Art
6,25,3,2,4,23,2,Mr. Brown,Literature
1,28,1,1,1,11,2,Ms. Wilson,Art
5,4,3,5,1,3,1,Ms. Lee,History
3,2,4,4,3,35,3,Ms. Wilson,Mathematics
10,15,1,4,1,40,2,Ms. Smith,Art
10,8,4,1,2,10,1,Ms. Wilson,Science
9,12,1,5,4,13,1,Ms. Wilson,History
1,14,2,1,4,21,2,Mr. Brown,Literature
6,27,4,2,5,30,2,Mr. Brown,Science
3,18,2,5,3,33,3,Mr. Johnson,Art
9,29,5,1,5,14,5,Mr. Johnson,Art
2,14,1,4,3,28,3,Mr. Brown,Literature
7,4,4,3,4,3,2,Ms. Wilson,Mathematics
9,18,5,5,1,5,3,Mr. Brown,Art
3,25,5,3,2,6,3,Mr. Johnson,History
3,13,3,2,3,27,3,Mr. Brown,History
3,17,2,1,4,32,1,Mr. Johnson,Mathematics
1,1,4,3,3,3,2,Mr. Brown,History
9,16,1,4,4,38,1,Ms. Smith,Art
9,7,1,5,3,40,3,Ms. Wilson,Science
6,23,1,5,1,40,3,Mr. Brown,Mathematics
9,8,3,5,2,38,3,Ms. Smith,Art
9,19,5,3,5,20,3,Ms. Lee,Science
1,14,3,2,1,27,3,Mr. Brown,Mathematics
3,20,3,4,1,25,1,Ms. Lee,History
3,27,5,2,4,6,1,Ms. Wilson,Literature
1,19,5,5,3,32,1,Mr. Johnson,Art
6,26,3,1,2,31,3,Ms. Lee,Art
4,18,4,1,5,15,1,Ms. Lee,Art
8,22,4,4,5,33,5,Ms. Smith,Mathematics
6,29,2,2,5,13,3,Mr. Brown,History
4,19,2,1,5,40,2,Mr. Brown,Art
5,14,3,5,5,17,2,Ms. Smith,Mathematics
2,4,2,2,1,40,3,Mr. Johnson,History
10,17,5,2,1,34,1,Mr. Brown,Science
1,11,2,4,3,28,1,Mr. Brown,History
7,24,2,4,2,30,1,Mr. Brown,History
10,18,1,2,4,14,2,Ms. Wilson,History
3,13,5,5,3,6,1,Mr. Brown,Art
3,9,1,1,5,37,1,Ms. Lee,Art
6,7,1,4,1,15,1,Mr. Brown,Art
3,7,2,5,3,30,3,Ms. Wilson,Literature
7,1,3,2,1,8,1,Mr. Johnson,History
7,2,5,5,1,7,3,Mr. Brown,History
5,21,5,3,4,8,2,Mr. Brown,Mathematics
1,11,1,4,3,6,3,Ms. Lee,Literature
9,3,5,4,3,10,2,Mr. Brown,Science
2,8,3,3,1,14,2,Mr. Johnson,History
4,11,2,2,1,11,3,Ms. Smith,Literature
10,25,3,2,4,1,3,Mr. Johnson,Art
10,4,1,5,3,5,3,Mr. Johnson,Mathematics
2,22,5,1,1,5,1,Ms. Lee,Literature
1,25,3,5,3,18,1,Mr. Brown,History
1,21,3,3,4,1,2,Mr. Brown,History
1,23,4,4,4,3,1,Ms. Smith,Literature
7,18,4,1,3,38,1,Ms. Wilson,Literature
9,4,3,3,1,16,2,Ms. Wilson,Science
1,25,5,5,2,24,3,Mr. Brown,Literature
10,26,3,4,2,11,3,Ms. Wilson,Science
6,15,3,4,2,8,3,Mr. Johnson,Literature
5,18,4,2,1,26,2,Mr. Johnson,History
3,20,1,2,1,8,3,Ms. Smith,Science
2,9,2,5,2,16,1,Ms. Wilson,Science
2,9,2,5,5,22,3,Mr. Johnson,Literature
2,15,1,4,1,23,2,Mr. Johnson,Mathematics
7,6,2,2,1,40,3,Ms. Wilson,Literature
4,6,1,5,5,39,2,Mr. Johnson,History
7,2,5,4,1,9,1,Mr. Brown,History
10,12,4,5,3,25,1,Ms. Lee,History
